title,price,rating_average,total_reviews,permalink
Tarjeta Esp32 S3 Uno Wifi N16r8 Devkitc Compatible Arduino,4990.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1373681035-tarjeta-esp32-s3-uno-wifi-n16r8-devkitc-compatible-arduino-_JM#polycard_client=search-nordic&position=24&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Seeed Studio Xiao Esp32c3: Pequeña Placa Mcu Con Wi-fi Y Ble,55205.0,0.0,0,https://www.mercadolibre.com.co/seeed-studio-xiao-esp32c3-pequena-placa-mcu-con-wi-fi-y-ble/p/MCO2004326061#polycard_client=search-nordic&searchVariation=MCO2004326061&position=8&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2279886608&sid=search
"Arduino Nano Esp32 Sin Encabezados [abx] Esp32-s3, Usb-c, Wi",27456.0,0.0,0,https://www.mercadolibre.com.co/arduino-nano-esp32-con-encabezados-abx-esp32-s3-usb-c/p/MCO2002497231#polycard_client=search-nordic&searchVariation=MCO2002497231&position=3&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2257684756&sid=search
Lilygo T-display-s3 Esp32-s3 Placa De Desarrollo Ttgo Con Pa,65672.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2251418724-lilygo-t-display-s3-esp32-s3-placa-de-desarrollo-ttgo-con-pa-_JM#polycard_client=search-nordic&position=25&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Placa De Conexión Freenove Para Esp32 Esp32-s3 Wrover Wroom,",73268.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2311352666-placa-de-conexion-freenove-para-esp32-esp32-s3-wrover-wroom-_JM#polycard_client=search-nordic&position=26&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Placa De Desarrollo De Pantalla Lcd Esp32-s3 De 1,47 Pulgada",947.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-147-inch-lcd-display-development-board-board-rg-/p/MCO2004407741#polycard_client=search-nordic&searchVariation=MCO2004407741&position=7&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2795487020&sid=search
Placa De Expansión D3 Esp32-s3 Gpio 1 A 2 Placas De Conexión,174.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-expansion-board-gpio-1-into-2-breakout-board-double/p/MCO2004348643#polycard_client=search-nordic&searchVariation=MCO2004348643&position=4&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2790393462&sid=search
Yd-esp32-s3 Devkitc N8r2 Wroom Wifi Bluetooth Usb Dual,4499.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1998898288-yd-esp32-s3-devkitc-n8r2-wroom-wifi-bluetooth-usb-dual-_JM#polycard_client=search-nordic&position=27&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Yd-esp32-s3 Devkitc N8r2 Wroom Wifi Bluetooth Usb Dual,9099.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1354855213-yd-esp32-s3-devkitc-n8r2-wroom-wifi-bluetooth-usb-dual-_JM#polycard_client=search-nordic&position=28&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Esp32 S3 Zero Modulo Wifi Bluetooth Mini Tarjeta Desarrollo,8990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2602773666-esp32-s3-zero-modulo-wifi-bluetooth-mini-tarjeta-desarrollo-_JM#polycard_client=search-nordic&position=29&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Esp32-s3-wroom-1u N8r2 Módulo Wifi Bluetooth 5.0 Esp32 S3,2699.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1257475175-esp32-s3-wroom-1u-n8r2-modulo-wifi-bluetooth-50-esp32-s3-_JM#polycard_client=search-nordic&position=30&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Tarjeta De Desarrollo Esp32-s3-zero Esp32-s3 Zero,990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2602786720-tarjeta-de-desarrollo-esp32-s3-zero-esp32-s3-zero-_JM#polycard_client=search-nordic&position=31&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Placa De Microdesarrollo Esp32-s3 Con Matriz Led, 8 X 8 PuLG",7358.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-micro-development-board-hat-8x8-led-matrix-wi-fibl/p/MCO2005653686#polycard_client=search-nordic&searchVariation=MCO2005653686&position=9&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1537906607&sid=search
"Placa De Desarrollo De Pantalla Lcd Esp32-s3 De 1,47 Pulgada",5261.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-147-inch-lcd-display-development-board-board-rg/p/MCO2006418622#polycard_client=search-nordic&searchVariation=MCO2006418622&position=5&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2806091420&sid=search
Tarjeta Esp32 S3 Uno Wifi N16r8 Devkitc Compatible Arduino,8900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1373680995-tarjeta-esp32-s3-uno-wifi-n16r8-devkitc-compatible-arduino-_JM#polycard_client=search-nordic&position=32&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Tarjeta Esp32 S3 Uno Wifi N16r8 Devkitc Compatible Arduino,9900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2110483876-tarjeta-esp32-s3-uno-wifi-n16r8-devkitc-compatible-arduino-_JM#polycard_client=search-nordic&position=33&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Esp32 S3 Zero Modulo Wifi Bluetooth Mini Tarjeta Desarrollo,9990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2602824696-esp32-s3-zero-modulo-wifi-bluetooth-mini-tarjeta-desarrollo-_JM#polycard_client=search-nordic&position=34&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Placa De Desarrollo Esp32-s3, Pantalla Lcd De 1,14 Pulgadas,",1080.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1537525409-placa-de-desarrollo-esp32-s3-pantalla-lcd-de-114-pulgadas-_JM#polycard_client=search-nordic&position=35&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Módulo M5stamp Esp32s3 Stamps3 Control Principal Integrado C,536.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1537893873-modulo-m5stamp-esp32s3-stamps3-control-principal-integrado-c-_JM#polycard_client=search-nordic&position=36&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Placa De Desarrollo De Pantalla Táctil Capacitiva Esp32-s3 D,29964.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-7-inch-capacitive-touch-display-development-board-w/p/MCO2008608329#polycard_client=search-nordic&searchVariation=MCO2008608329&position=11&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1542364361&sid=search
Placa De Desarrollo Esp32-s3 Wroom N16r8 Wifi,7066.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-wroom-n16r8-development-boardwifi/p/MCO2009127326#polycard_client=search-nordic&searchVariation=MCO2009127326&position=15&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1543807789&sid=search
V1.0 Sin Clavija De Soldadura Táctil - Lilygo T-display-s3,66034.0,0.0,0,https://www.mercadolibre.com.co/touch-welding-pin-lilygo-t-display-s3-esp32-s3-191-amoled/p/MCO2009040451#polycard_client=search-nordic&searchVariation=MCO2009040451&position=10&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1544768083&sid=search
V1.0 Sin Pantalla Táctil - Lilygo T-display-s3 Esp32-s3 1.91,63442.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1544858585-v10-sin-pantalla-tactil-lilygo-t-display-s3-esp32-s3-191-_JM#polycard_client=search-nordic&position=37&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1544858585&sid=search
Versión Táctil: Lilygo T-display-s3 Esp32-s3 1.91 Amoled Dev,81839.0,0.0,0,https://www.mercadolibre.com.co/v10-without-touch-lilygo-t-display-s3-esp32-s3-191/p/MCO2009040361#polycard_client=search-nordic&searchVariation=MCO2009040361&position=14&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO1544923219&sid=search
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Ner,3080.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1545104887-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-ner-_JM#polycard_client=search-nordic&position=38&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,738.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2804841060-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=39&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,3623.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2804900840-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=40&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Placa De Desarrollo De Pantalla Lcd Esp32-s3 De 1,47 Pulgada",6898.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-147-inch-lcd-display-development-board-board-rg/p/MCO2006518040#polycard_client=search-nordic&searchVariation=MCO2006518040&position=12&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2806486810&sid=search
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,8222.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2806488582-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=41&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
V2.0 Sin Pantalla Táctil - Lilygo T-display-s3 Esp32-s3 1.91,60222.0,0.0,0,https://www.mercadolibre.com.co/touch-black-case-version-lilygo-t-display-s3-esp32-s3-191/p/MCO2009040667#polycard_client=search-nordic&searchVariation=MCO2009040667&position=6&search_layout=stack&type=product&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14&wid=MCO2820088116&sid=search
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,46507.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2690419934-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=42&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,44965.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2243558792-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=43&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,27675.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2301158862-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=44&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Placa De Desarrollo Esp32-s3 Con Matriz Led Rgb Y Sensor Qmi,25990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2790986074-placa-de-desarrollo-esp32-s3-con-matriz-led-rgb-y-sensor-qmi-_JM#polycard_client=search-nordic&position=45&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28952.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2684855088-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=46&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Arduino Nano Esp32-s3 Usb-c, Wi-fi Y Bluetooth Compatible",63990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1527216057-arduino-nano-esp32-s3-usb-c-wi-fi-y-bluetooth-compatible-_JM#polycard_client=search-nordic&position=47&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28952.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2759537092-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=48&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28952.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2790826248-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=49&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28899.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2316667316-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=50&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Placa De Desarrollo Esp32-s3 Con Pantalla Táctil De 7 PuLG.,23990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2595618004-placa-de-desarrollo-esp32-s3-con-pantalla-tactil-de-7-pulg-_JM#polycard_client=search-nordic&position=51&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
"Arduino Nano Esp32-s3 Usb-c Wi-fi, Bluetooth Y Hid",75990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1527280291-arduino-nano-esp32-s3-usb-c-wi-fi-bluetooth-y-hid-_JM#polycard_client=search-nordic&position=52&search_layout=stack&type=item&tracking_id=a2e3469c-7280-45d9-ba71-a87f797eba14
Tarjera Esp32-cam Wifi Bluetooth Ov2640,5000.0,4.5,17,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=Dgcoo6Ok%2BEmWWONcKKi9dWox9VSVcmhOkcPIu5NsHo%2B4YWkLF%2FqMFKUokgVCzCN71IH8sXA7yAHIIz2IEUaBk5Jh%2F4vbUUQ0ndLXIVBcKQYhnaHXOGLhm4OscN9d%2FtMMKjm4lXqQVVn8eRen3qqoe41cX%2FvgkZf2XtyjWPyzYt%2BCCSKpZyFInbQfBBy10pcN6vY9LK%2FN0EIPm2Ic5OPtANW91A84IxLw0Q81tftIJDIEIgSgHWsO1CrBTJQOa039ZykmubAiew9oK8ack6N18Vpgc8A7ZEJV3agE8obMPVjTKj44dZmRrIdkojD3UZWaY4nZiLkUL7vtkcUMeVn4%2BIzXLdeMsFuxGeroOexZgWAwC5JEx4ui3KxirxakUrwo7RlVuBC8nHm4Vr7GOTg4fifQVKge%2F2UFt%2F8XQUogERHSUtS8f1XF4trARk7Jg7%2FnQvKdYtSlV4mXEP2Gy3zXu3r8%2BCkj2mAt%2FeNPdC1dpvMjWDVd0fRuHCHxgQK9S%2FAzJCF7cT%2BY9%2BTYkPMRjFeRPGHmqjDvq2awi25wzV8RFEnHDlcrt6btL%2Fa3BHIBq%2FHZIzHWLa46MMofnJYS%2BMpWrjE3jsZ0MdKPl6EaBcGbA4H%2FmPJtX7Dlf8cgypIlkZaMd0vx67nBskU05MrlTzqSvx6o7%2FMYmvihuDAfwug6HAlXDEvf3sWSJoyIUi9da1s1vRG6AvXx8m1EpfpIS6ty%2BBDCoWlKcEEDIynjte42VGndplOP%2FuAQprpHeBgW&rb=x#polycard_client=search-nordic&tracking_id=00393628-b145-41ed-8550-4f44593910d2
Esp32-s3-wroom-1u N8r2 Módulo Wifi Bluetooth 5.0 Esp32 S3,9990.0,4.0,1,https://articulo.mercadolibre.com.co/MCO-1257507337-esp32-s3-wroom-1u-n8r2-modulo-wifi-bluetooth-50-esp32-s3-_JM#polycard_client=search-nordic&position=3&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
Esp32-s3-wroom-1u N8r2 Módulo Wifi Bluetooth 5.0 Esp32 S3,7799.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1257520195-esp32-s3-wroom-1u-n8r2-modulo-wifi-bluetooth-50-esp32-s3-_JM#polycard_client=search-nordic&position=4&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,46295.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1530987645-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=5&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,41081.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1415848033-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=6&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
Esp32-s3 Wroom-32 Módulo Wi-fi Y Bluetooth 46 Pines N16r8,1000.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2813082970-esp32-s3-wroom-32-modulo-wi-fi-y-bluetooth-46-pines-n16r8-_JM#polycard_client=search-nordic&position=7&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,54517.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2765735100-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=8&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
Arduino Uno R4 Wifi [abx00087] - Renesas Ra4m1 / Esp32-s3 -,14900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1443811449-arduino-uno-r4-wifi-abx00087-renesas-ra4m1-esp32-s3--_JM#polycard_client=search-nordic&position=9&search_layout=stack&type=item&tracking_id=00393628-b145-41ed-8550-4f44593910d2
